Size;Rank;walltime
2;0;2.42775e-06
2;0;2.43574e-06
2;0;2.44381e-06
2;0;2.45103e-06
2;0;2.45872e-06
2;0;2.46596e-06
2;0;2.47317e-06
2;0;2.48031e-06
2;0;2.48787e-06
2;0;2.49588e-06
2;0;2.50349e-06
2;0;2.51125e-06
2;0;2.51892e-06
2;0;2.52604e-06
2;0;2.53319e-06
2;0;2.54053e-06
2;0;2.54848e-06
2;0;2.55645e-06
2;0;2.56432e-06
2;0;2.57223e-06
2;0;2.57937e-06
2;0;2.58649e-06
2;0;2.59414e-06
2;0;2.60179e-06
2;0;2.60939e-06
2;0;2.61712e-06
2;0;2.62488e-06
2;0;2.63209e-06
2;0;2.63969e-06
2;0;2.64732e-06
2;0;2.65519e-06
2;0;2.66297e-06
2;0;2.6706e-06
2;0;2.67835e-06
2;0;2.68647e-06
2;0;2.69434e-06
2;0;2.70188e-06
2;0;2.70965e-06
2;0;2.71746e-06
2;0;2.72472e-06
2;0;2.73172e-06
2;0;2.73893e-06
2;0;2.74643e-06
2;0;2.75412e-06
2;0;2.76189e-06
2;0;2.76979e-06
2;0;2.77712e-06
2;0;2.78459e-06
2;0;2.79281e-06
2;0;2.80062e-06
2;0;2.80863e-06
2;0;2.81627e-06
2;0;2.8239e-06
2;0;2.8311e-06
2;0;2.83808e-06
2;0;2.84561e-06
2;0;2.8534e-06
2;0;2.86128e-06
2;0;2.86903e-06
2;0;2.87639e-06
2;0;2.88406e-06
2;0;2.89147e-06
2;0;2.89915e-06
2;0;2.90698e-06
2;0;2.91474e-06
2;0;2.92221e-06
2;0;2.92983e-06
2;0;2.9365e-06
2;0;2.94384e-06
2;0;2.95117e-06
2;0;2.95811e-06
2;0;2.9652e-06
2;0;2.9722e-06
2;0;2.97918e-06
2;0;2.98637e-06
2;0;2.99347e-06
2;0;3.00076e-06
2;0;3.00808e-06
2;0;3.01601e-06
2;0;3.02386e-06
2;0;3.03187e-06
2;0;3.03917e-06
2;0;3.0465e-06
2;0;3.05362e-06
2;0;3.06052e-06
2;0;3.06821e-06
2;0;3.07594e-06
2;0;3.0834e-06
2;0;3.09125e-06
2;0;3.09879e-06
2;0;3.10678e-06
2;0;3.11475e-06
2;0;3.12247e-06
2;0;3.13016e-06
2;0;3.13784e-06
2;0;3.14529e-06
2;0;3.15251e-06
2;0;3.15974e-06
2;0;3.16666e-06
2;0;3.17334e-06
2;0;3.1802e-06
2;0;3.18755e-06
2;0;3.19526e-06
2;0;3.20298e-06
2;0;3.21061e-06
2;0;3.21813e-06
2;0;3.22608e-06
2;0;3.23341e-06
2;0;3.24057e-06
2;0;3.24735e-06
2;0;3.25407e-06
2;0;3.26178e-06
2;0;3.26961e-06
2;0;3.27733e-06
2;0;3.2853e-06
2;0;3.29293e-06
2;0;3.30049e-06
2;0;3.30816e-06
2;0;3.31538e-06
2;0;3.32232e-06
2;0;3.32895e-06
2;0;3.33601e-06
2;0;3.34382e-06
2;0;3.35158e-06
2;0;3.35933e-06
2;0;3.36707e-06
2;0;3.3746e-06
2;0;3.38205e-06
2;0;3.38933e-06
2;0;3.39643e-06
2;0;3.40422e-06
2;0;3.41189e-06
2;0;3.41951e-06
2;0;3.42704e-06
2;0;3.43448e-06
2;0;3.44205e-06
2;0;3.45043e-06
2;0;3.4582e-06
2;0;3.46631e-06
2;0;3.47401e-06
2;0;3.4818e-06
2;0;3.4887e-06
2;0;3.49554e-06
2;0;3.50363e-06
2;0;3.5114e-06
2;0;3.51914e-06
2;0;3.52719e-06
2;0;3.53516e-06
2;0;3.54258e-06
2;0;3.54951e-06
2;0;3.55717e-06
2;0;3.56478e-06
2;0;3.57264e-06
2;0;3.58023e-06
2;0;3.5883e-06
2;0;3.59584e-06
2;0;3.60299e-06
2;0;3.61013e-06
2;0;3.61786e-06
2;0;3.6258e-06
2;0;3.63359e-06
2;0;3.64137e-06
2;0;3.64938e-06
2;0;3.65665e-06
2;0;3.66407e-06
2;0;3.67148e-06
2;0;3.67908e-06
2;0;3.68695e-06
2;0;3.69464e-06
2;0;3.70218e-06
2;0;3.71023e-06
2;0;3.71789e-06
2;0;3.72548e-06
2;0;3.73319e-06
2;0;3.74011e-06
2;0;3.74836e-06
2;0;3.7564e-06
2;0;3.76413e-06
2;0;3.77208e-06
2;0;3.77988e-06
2;0;3.78701e-06
2;0;3.79465e-06
2;0;3.80238e-06
2;0;3.81013e-06
2;0;3.81787e-06
2;0;3.82556e-06
2;0;3.83288e-06
2;0;3.84075e-06
2;0;3.84856e-06
2;0;3.85642e-06
2;0;3.86413e-06
2;0;3.87208e-06
2;0;3.87978e-06
2;0;3.88695e-06
2;0;3.89419e-06
2;1;7.415e-08
2;1;9.0444e-08
2;1;1.02424e-07
2;1;1.41596e-07
2;1;1.74166e-07
2;1;1.80548e-07
2;1;1.86508e-07
2;1;1.92448e-07
2;1;1.98368e-07
2;1;2.04648e-07
2;1;2.10568e-07
2;1;2.16408e-07
2;1;2.22488e-07
2;1;2.28388e-07
2;1;2.33946e-07
2;1;2.44142e-07
2;1;2.49982e-07
2;1;2.55058e-07
2;1;2.59834e-07
2;1;2.64772e-07
2;1;2.69288e-07
2;1;2.73824e-07
2;1;2.78178e-07
2;1;2.82574e-07
2;1;2.8729e-07
2;1;2.92108e-07
2;1;2.96542e-07
2;1;3.01158e-07
2;1;3.05794e-07
2;1;3.1035e-07
2;1;3.14784e-07
2;1;3.1934e-07
2;1;3.24156e-07
2;1;3.29052e-07
2;1;3.33968e-07
2;1;3.39848e-07
2;1;3.44846e-07
2;1;3.49402e-07
2;1;3.54178e-07
2;1;3.58612e-07
2;1;3.63146e-07
2;1;3.68022e-07
2;1;3.72958e-07
2;1;3.77974e-07
2;1;3.8305e-07
2;1;3.87866e-07
2;1;3.92522e-07
2;1;3.97158e-07
2;1;4.01936e-07
2;1;4.06572e-07
2;1;4.10908e-07
2;1;4.15604e-07
2;1;4.20098e-07
2;1;4.24552e-07
2;1;4.29128e-07
2;1;4.33784e-07
2;1;4.3838e-07
2;1;4.42896e-07
2;1;4.47532e-07
2;1;4.5265e-07
2;1;4.57486e-07
2;1;4.62262e-07
2;1;4.6728e-07
2;1;4.72798e-07
2;1;4.78096e-07
2;1;4.83052e-07
2;1;4.8811e-07
2;1;4.9367e-07
2;1;4.98848e-07
2;1;5.04066e-07
2;1;5.09002e-07
2;1;5.14018e-07
2;1;5.18934e-07
2;1;5.2375e-07
2;1;5.28988e-07
2;1;5.34124e-07
2;1;5.39342e-07
2;1;5.44478e-07
2;1;5.49656e-07
2;1;5.54774e-07
2;1;5.5937e-07
2;1;5.64388e-07
2;1;5.69444e-07
2;1;5.7434e-07
2;1;5.79016e-07
2;1;5.83812e-07
2;1;5.8901e-07
2;1;5.94246e-07
2;1;5.98902e-07
2;1;6.04118e-07
2;1;6.09196e-07
2;1;6.14252e-07
2;1;6.1933e-07
2;1;6.24046e-07
2;1;6.28802e-07
2;1;6.3386e-07
2;1;6.39078e-07
2;1;6.44336e-07
2;1;6.49614e-07
2;1;6.55252e-07
2;1;6.60288e-07
2;1;6.65144e-07
2;1;6.6994e-07
2;1;6.75136e-07
2;1;6.80656e-07
2;1;6.85834e-07
2;1;6.9095e-07
2;1;6.96248e-07
2;1;7.01104e-07
2;1;7.06142e-07
2;1;7.11318e-07
2;1;7.16556e-07
2;1;7.21614e-07
2;1;7.2677e-07
2;1;7.31706e-07
2;1;7.36884e-07
2;1;7.42142e-07
2;1;7.475e-07
2;1;7.52456e-07
2;1;7.57494e-07
2;1;7.6243e-07
2;1;7.67046e-07
2;1;7.72224e-07
2;1;7.77682e-07
2;1;7.8294e-07
2;1;7.88218e-07
2;1;7.93334e-07
2;1;7.98472e-07
2;1;8.03308e-07
2;1;8.07944e-07
2;1;8.13162e-07
2;1;8.18982e-07
2;1;8.243e-07
2;1;8.29416e-07
2;1;8.34574e-07
2;1;8.39672e-07
2;1;8.44266e-07
2;1;8.49284e-07
2;1;8.54582e-07
2;1;8.60142e-07
2;1;8.65238e-07
2;1;8.70476e-07
2;1;8.75392e-07
2;1;8.8067e-07
2;1;8.85888e-07
2;1;8.91306e-07
2;1;8.96624e-07
2;1;9.019e-07
2;1;9.06898e-07
2;1;9.11676e-07
2;1;9.16612e-07
2;1;9.2187e-07
2;1;9.27248e-07
2;1;9.32606e-07
2;1;9.37964e-07
2;1;9.43e-07
2;1;9.48218e-07
2;1;9.53536e-07
2;1;9.58814e-07
2;1;9.6379e-07
2;1;9.69128e-07
2;1;9.74106e-07
2;1;9.79646e-07
2;1;9.84902e-07
2;1;9.90302e-07
2;1;9.9574e-07
2;1;1.00068e-06
2;1;1.00563e-06
2;1;1.01075e-06
2;1;1.01545e-06
2;1;1.02014e-06
2;1;1.02534e-06
2;1;1.0305e-06
2;1;1.03553e-06
2;1;1.04051e-06
2;1;1.04541e-06
2;1;1.05036e-06
2;1;1.05558e-06
2;1;1.06082e-06
2;1;1.06614e-06
2;1;1.07119e-06
2;1;1.07629e-06
2;1;1.08109e-06
2;1;1.08608e-06
2;1;1.09132e-06
2;1;1.09664e-06
2;1;1.10176e-06
2;1;1.10677e-06
2;1;1.11195e-06
2;1;1.11705e-06
2;1;1.12188e-06
2;1;1.1267e-06
2;1;1.13186e-06
2;1;1.137e-06
2;1;1.14259e-06
2;1;1.14797e-06
2;1;1.15319e-06
2;1;1.15845e-06
2;1;1.16316e-06
2;1;1.16814e-06
2;1;1.17338e-06
2;1;1.17866e-06
2;1;1.18385e-06
2;1;1.18909e-06
2;1;1.19405e-06
2;1;1.19908e-06
2;1;1.20388e-06
2;1;1.20904e-06
2;1;1.21438e-06
2;1;1.21971e-06
2;1;1.22503e-06
2;1;1.23011e-06
2;1;1.23521e-06
2;1;1.24025e-06
2;1;1.2449e-06
2;1;1.2496e-06
2;1;1.25473e-06
2;1;1.25995e-06
2;1;1.26533e-06
2;1;1.27053e-06
2;1;1.27592e-06
2;1;1.28074e-06
2;1;1.28574e-06
2;1;1.29106e-06
2;1;1.29641e-06
2;1;1.30179e-06
2;1;1.30729e-06
2;1;1.31273e-06
2;1;1.31783e-06
2;1;1.32282e-06
2;1;1.32744e-06
2;1;1.33231e-06
2;1;1.33753e-06
2;1;1.34357e-06
2;1;1.34917e-06
2;1;1.35439e-06
2;1;1.36013e-06
2;1;1.36523e-06
2;1;1.37022e-06
2;1;1.37528e-06
2;1;1.38056e-06
2;1;1.38558e-06
2;1;1.39067e-06
2;1;1.39587e-06
2;1;1.40135e-06
2;1;1.40659e-06
2;1;1.41154e-06
2;1;1.41668e-06
2;1;1.42152e-06
2;1;1.42648e-06
2;1;1.43156e-06
2;1;1.43709e-06
2;1;1.44231e-06
2;1;1.44749e-06
2;1;1.45246e-06
2;1;1.4575e-06
2;1;1.4622e-06
2;1;1.46748e-06
2;1;1.47309e-06
2;1;1.47851e-06
2;1;1.48373e-06
2;1;1.48877e-06
2;1;1.49423e-06
2;1;1.49952e-06
2;1;1.50472e-06
2;1;1.50994e-06
2;1;1.51572e-06
2;1;1.5209e-06
2;1;1.52555e-06
2;1;1.53075e-06
2;1;1.53595e-06
2;1;1.5413e-06
2;1;1.54668e-06
2;1;1.5518e-06
2;1;1.5567e-06
2;1;1.56199e-06
2;1;1.56691e-06
2;1;1.57171e-06
2;1;1.5767e-06
2;1;1.5818e-06
2;1;1.5871e-06
2;1;1.59224e-06
2;1;1.59725e-06
2;1;1.60235e-06
2;1;1.60739e-06
2;1;1.61261e-06
2;1;1.61794e-06
2;1;1.62314e-06
2;1;1.62834e-06
2;1;1.634e-06
2;1;1.63908e-06
2;1;1.64401e-06
2;1;1.64931e-06
2;1;1.65455e-06
2;1;1.65995e-06
2;1;1.66484e-06
2;1;1.67004e-06
2;1;1.67483e-06
2;1;1.67985e-06
2;1;1.68511e-06
2;1;1.69047e-06
2;1;1.69561e-06
2;1;1.7008e-06
2;1;1.70608e-06
2;1;1.71097e-06
2;1;1.71627e-06
2;1;1.72159e-06
2;1;1.72695e-06
2;1;1.73182e-06
2;1;1.73682e-06
2;1;1.74172e-06
2;1;1.74649e-06
2;1;1.75137e-06
2;1;1.75649e-06
2;1;1.76198e-06
2;1;1.7672e-06
2;1;1.7724e-06
2;1;1.77742e-06
2;1;1.78213e-06
2;1;1.78711e-06
2;1;1.79208e-06
2;1;1.79776e-06
2;1;1.80324e-06
2;1;1.80858e-06
2;1;1.81376e-06
2;1;1.81847e-06
2;1;1.82343e-06
2;1;1.82869e-06
2;1;1.83386e-06
2;1;1.83888e-06
2;1;1.84412e-06
2;1;1.84915e-06
2;1;1.85401e-06
2;1;1.85913e-06
2;1;1.8643e-06
2;1;1.8697e-06
2;1;1.87484e-06
2;1;1.8798e-06
2;1;1.88499e-06
2;1;1.89045e-06
2;1;1.89589e-06
2;1;1.90097e-06
2;1;1.90621e-06
2;1;1.91123e-06
2;1;1.9162e-06
2;1;1.92086e-06
2;1;1.92587e-06
2;1;1.93105e-06
2;1;1.93627e-06
2;1;1.94151e-06
2;1;1.94668e-06
2;1;1.9515e-06
2;1;1.95664e-06
2;1;1.9622e-06
2;1;1.96751e-06
2;1;1.97293e-06
2;1;1.97813e-06
2;1;1.98319e-06
2;1;1.98818e-06
2;1;1.99302e-06
2;1;1.99817e-06
2;1;2.00343e-06
2;1;2.00869e-06
2;1;2.01385e-06
2;1;2.01878e-06
2;1;2.0238e-06
2;1;2.0286e-06
2;1;2.03377e-06
2;1;2.03901e-06
2;1;2.04429e-06
2;1;2.04925e-06
2;1;2.05446e-06
2;1;2.05906e-06
2;1;2.06402e-06
2;1;2.06905e-06
2;1;2.07387e-06
2;1;2.0787e-06
2;1;2.08358e-06
2;1;2.08852e-06
2;1;2.09355e-06
2;1;2.09837e-06
2;1;2.10339e-06
2;1;2.10855e-06
2;1;2.11396e-06
2;1;2.11926e-06
2;1;2.12466e-06
2;1;2.12962e-06
2;1;2.13469e-06
2;1;2.13971e-06
2;1;2.14451e-06
2;1;2.14977e-06
2;1;2.1551e-06
2;1;2.16022e-06
2;1;2.16556e-06
2;1;2.17044e-06
2;1;2.17592e-06
2;1;2.18125e-06
2;1;2.18659e-06
2;1;2.19187e-06
2;1;2.19701e-06
2;1;2.20188e-06
2;1;2.20692e-06
2;1;2.21178e-06
2;1;2.21655e-06
2;1;2.22125e-06
2;1;2.22597e-06
2;1;2.23096e-06
2;1;2.23632e-06
2;1;2.2416e-06
2;1;2.2468e-06
2;1;2.25189e-06
2;1;2.25703e-06
2;1;2.26215e-06
2;1;2.26688e-06
2;1;2.27164e-06
2;1;2.27635e-06
2;1;2.28193e-06
2;1;2.28719e-06
2;1;2.29237e-06
2;1;2.29793e-06
2;1;2.30315e-06
2;1;2.30818e-06
2;1;2.3133e-06
2;1;2.31812e-06
2;1;2.32263e-06
2;1;2.32723e-06
2;1;2.33214e-06
2;1;2.33746e-06
2;1;2.34276e-06
2;1;2.34804e-06
2;1;2.35313e-06
2;1;2.35819e-06
2;1;2.36325e-06
2;1;2.36812e-06
2;1;2.373e-06
2;1;2.37824e-06
2;1;2.38337e-06
2;1;2.38837e-06
2;1;2.39343e-06
2;1;2.3982e-06
2;1;2.4034e-06
2;1;2.40928e-06
2;1;2.41454e-06
2;1;2.42006e-06
2;1;2.42526e-06
2;1;2.43027e-06
2;1;2.43491e-06
2;1;2.4398e-06
2;1;2.4455e-06
2;1;2.45088e-06
2;1;2.45616e-06
2;1;2.46178e-06
2;1;2.46704e-06
2;1;2.47199e-06
2;1;2.47685e-06
2;1;2.48209e-06
2;1;2.48731e-06
2;1;2.49273e-06
2;1;2.4979e-06
2;1;2.50332e-06
2;1;2.50832e-06
2;1;2.51312e-06
2;1;2.51805e-06
2;1;2.52329e-06
2;1;2.52871e-06
2;1;2.53388e-06
2;1;2.53914e-06
2;1;2.5446e-06
2;1;2.5493e-06
2;1;2.55435e-06
2;1;2.55937e-06
2;1;2.56461e-06
2;1;2.56987e-06
2;1;2.57488e-06
2;1;2.58008e-06
2;1;2.58548e-06
2;1;2.5907e-06
2;1;2.59569e-06
2;1;2.60059e-06
2;1;2.60547e-06
2;1;2.61109e-06
2;1;2.61634e-06
2;1;2.6216e-06
2;1;2.62706e-06
2;1;2.63216e-06
2;1;2.63701e-06
2;1;2.64235e-06
2;1;2.64755e-06
2;1;2.65277e-06
2;1;2.65788e-06
2;1;2.66282e-06
2;1;2.66786e-06
2;1;2.67311e-06
2;1;2.67841e-06
2;1;2.68369e-06
2;1;2.68901e-06
2;1;2.69404e-06
2;1;2.69916e-06
2;1;2.70408e-06
2;1;2.70886e-06
3;1;3.00916e-07
3;1;3.5873e-07
3;1;3.77172e-07
3;1;4.03152e-07
3;1;4.22496e-07
3;1;4.83116e-07
3;1;4.94542e-07
3;1;5.0627e-07
3;1;5.17778e-07
3;1;5.29626e-07
3;1;5.41474e-07
3;1;5.53122e-07
3;1;5.64028e-07
3;1;5.76356e-07
3;1;5.8666e-07
3;1;5.97826e-07
3;1;6.09452e-07
3;1;6.20678e-07
3;1;6.32064e-07
3;1;6.4365e-07
3;1;6.54956e-07
3;1;6.66324e-07
3;1;6.7751e-07
3;1;6.88816e-07
3;1;7.00382e-07
3;1;7.11206e-07
3;1;7.23114e-07
3;1;7.3454e-07
3;1;7.46268e-07
3;1;7.57374e-07
3;1;7.6894e-07
3;1;7.80186e-07
3;1;7.91432e-07
3;1;8.0314e-07
3;1;8.14406e-07
3;1;8.25632e-07
3;1;8.36938e-07
3;1;8.48344e-07
3;1;8.6005e-07
3;1;8.71056e-07
3;1;8.82182e-07
3;1;8.93728e-07
3;1;9.04934e-07
3;1;9.1634e-07
3;1;9.27426e-07
3;1;9.39594e-07
3;1;9.49796e-07
3;1;9.61704e-07
3;1;9.7321e-07
3;1;9.85096e-07
3;1;9.95982e-07
3;1;1.00723e-06
3;1;1.01847e-06
3;1;1.02984e-06
3;1;1.04101e-06
3;1;1.05742e-06
3;1;1.06879e-06
3;1;1.08024e-06
3;1;1.09148e-06
3;1;1.10275e-06
3;1;1.11398e-06
3;1;1.12534e-06
3;1;1.13637e-06
3;1;1.14765e-06
3;1;1.15892e-06
3;1;1.17027e-06
3;1;1.18135e-06
3;1;1.19266e-06
3;1;1.20388e-06
3;1;1.21599e-06
3;1;1.22734e-06
3;1;1.23876e-06
3;1;1.25003e-06
3;1;1.2615e-06
3;1;1.27282e-06
3;1;1.28425e-06
3;1;1.29586e-06
3;1;1.30736e-06
3;1;1.31849e-06
3;1;1.32973e-06
3;1;1.34124e-06
3;1;1.3498e-06
3;1;1.36197e-06
3;1;1.37241e-06
3;1;1.38348e-06
3;1;1.3952e-06
3;1;1.40649e-06
3;1;1.4177e-06
3;1;1.42886e-06
3;1;1.44021e-06
3;1;1.45272e-06
3;1;1.46458e-06
3;1;1.47475e-06
3;1;1.48579e-06
3;1;1.49728e-06
3;1;1.50843e-06
3;1;1.51973e-06
3;1;1.5311e-06
3;1;1.54223e-06
3;1;1.55371e-06
3;1;1.56484e-06
3;1;1.57613e-06
3;1;1.58773e-06
3;1;1.5986e-06
3;1;1.60984e-06
3;1;1.62107e-06
3;1;1.63238e-06
3;1;1.64352e-06
3;1;1.65475e-06
3;1;1.66571e-06
3;1;1.67742e-06
3;1;1.68905e-06
3;1;1.70072e-06
3;1;1.71246e-06
3;1;1.72275e-06
3;1;1.73417e-06
3;1;1.7453e-06
3;1;1.75737e-06
3;1;1.76779e-06
3;1;1.77962e-06
3;1;1.79006e-06
3;1;1.80147e-06
3;1;1.81304e-06
3;1;1.82422e-06
3;1;1.83567e-06
3;1;1.84669e-06
3;1;1.85794e-06
3;1;1.86925e-06
3;1;1.88091e-06
3;1;1.89218e-06
3;1;1.90348e-06
3;1;1.91465e-06
3;1;1.92682e-06
3;1;1.9381e-06
3;1;1.94965e-06
3;1;1.96078e-06
3;1;1.9721e-06
3;1;1.98345e-06
3;1;1.99453e-06
3;1;2.00574e-06
3;1;2.01679e-06
3;1;2.02811e-06
3;1;2.03924e-06
3;1;2.05058e-06
3;1;2.06199e-06
3;1;2.07317e-06
3;1;2.0845e-06
3;1;2.09583e-06
3;1;2.10689e-06
3;1;2.11868e-06
3;1;2.1297e-06
3;1;2.14109e-06
3;1;2.15222e-06
3;1;2.16431e-06
3;1;2.17571e-06
3;1;2.18744e-06
3;1;2.19881e-06
3;1;2.21023e-06
3;1;2.22132e-06
3;1;2.23305e-06
3;1;2.24417e-06
3;1;2.2558e-06
3;1;2.26675e-06
3;1;2.27833e-06
3;1;2.28932e-06
